team,date,attack,defence,full_age,midfield,overall,prestige,start_age
Canada,04 Sep  2017,68.0,65.0,25.17,69.0,68.0,2.0,24.73
Saudi Arabia,04 Sep  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,04 Sep  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,04 Sep  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,04 Sep  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,04 Sep  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,04 Sep  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,04 Sep  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,04 Sep  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,31 Aug  2017,87.0,85.0,26.35,82.0,84.0,10.0,26.18
England,31 Aug  2017,82.0,81.0,25.22,81.0,81.0,8.0,24.64
Italy,31 Aug  2017,82.0,85.0,26.09,81.0,83.0,9.0,29.0
Spain,31 Aug  2017,84.0,85.0,26.39,85.0,85.0,9.0,27.36
France,31 Aug  2017,82.0,81.0,24.74,83.0,83.0,9.0,25.55
Germany,31 Aug  2017,82.0,84.0,24.65,86.0,85.0,10.0,26.45
Argentina,31 Aug  2017,87.0,80.0,27.7,83.0,83.0,9.0,27.91
Portugal,31 Aug  2017,85.0,81.0,26.74,82.0,83.0,8.0,26.18
Turkey,31 Aug  2017,78.0,78.0,26.48,79.0,78.0,6.0,27.73
Nigeria,31 Aug  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,31 Aug  2017,76.0,76.0,24.83,79.0,78.0,5.0,25.27
Russia,31 Aug  2017,77.0,75.0,27.0,75.0,76.0,6.0,27.0
Mexico,31 Aug  2017,79.0,74.0,27.26,78.0,78.0,7.0,26.91
Uruguay,31 Aug  2017,85.0,80.0,27.91,76.0,79.0,7.0,28.36
Greece,31 Aug  2017,77.0,78.0,25.7,74.0,76.0,6.0,26.45
Croatia,31 Aug  2017,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,31 Aug  2017,71.0,71.0,24.3,73.0,71.0,5.0,24.45
Serbia,31 Aug  2017,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,31 Aug  2017,71.0,72.0,25.61,71.0,72.0,5.0,24.82
Switzerland,31 Aug  2017,74.0,78.0,26.13,78.0,78.0,5.0,25.55
Sweden,31 Aug  2017,77.0,76.0,25.74,76.0,76.0,5.0,26.18
Republic of Ireland,31 Aug  2017,76.0,76.0,28.22,76.0,75.0,5.0,27.82
Korea Republic,31 Aug  2017,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,31 Aug  2017,85.0,84.0,26.09,83.0,84.0,7.0,25.91
United States,31 Aug  2017,75.0,76.0,26.91,75.0,75.0,6.0,27.27
Norway,31 Aug  2017,72.0,71.0,24.91,74.0,73.0,4.0,25.55
Paraguay,31 Aug  2017,74.0,72.0,28.09,75.0,75.0,4.0,27.55
Ukraine,31 Aug  2017,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,31 Aug  2017,82.0,77.0,27.09,77.0,79.0,5.0,27.36
Bulgaria,31 Aug  2017,69.0,69.0,26.39,70.0,70.0,5.0,28.27
Finland,31 Aug  2017,71.0,70.0,25.48,70.0,71.0,3.0,26.18
Scotland,31 Aug  2017,74.0,71.0,27.61,75.0,74.0,4.0,26.91
Romania,31 Aug  2017,74.0,72.0,26.52,71.0,73.0,5.0,26.36
Austria,31 Aug  2017,78.0,77.0,25.61,77.0,77.0,4.0,25.18
Wales,31 Aug  2017,76.0,76.0,25.87,75.0,76.0,4.0,26.91
Slovenia,31 Aug  2017,73.0,70.0,26.87,76.0,74.0,5.0,26.73
Ecuador,31 Aug  2017,74.0,71.0,27.48,76.0,74.0,5.0,29.45
Tunisia,31 Aug  2017,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,31 Aug  2017,69.0,72.0,27.52,72.0,71.0,2.0,28.73
Hungary,31 Aug  2017,72.0,70.0,25.74,73.0,72.0,4.0,26.36
China PR,31 Aug  2017,66.0,60.0,25.39,64.0,64.0,3.0,25.73
Netherlands,31 Aug  2017,81.0,80.0,25.3,81.0,81.0,8.0,24.73
Czech Republic,31 Aug  2017,73.0,74.0,25.3,75.0,75.0,5.0,25.09
South Africa,31 Aug  2017,70.0,72.0,26.83,72.0,72.0,4.0,26.91
New Zealand,31 Aug  2017,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,31 Aug  2017,78.0,76.0,24.61,78.0,76.0,6.0,24.82
Chile,31 Aug  2017,79.0,77.0,28.87,80.0,79.0,7.0,29.45
Colombia,31 Aug  2017,79.0,76.0,26.61,79.0,78.0,7.0,27.73
Peru,31 Aug  2017,72.0,68.0,24.7,70.0,70.0,3.0,24.18
Egypt,31 Aug  2017,76.0,69.0,26.57,71.0,72.0,5.0,27.55
Venezuela,31 Aug  2017,76.0,71.0,23.04,71.0,72.0,2.0,23.0
Bolivia,31 Aug  2017,71.0,66.0,27.61,67.0,67.0,1.0,28.27
India,31 Aug  2017,63.0,58.0,24.91,59.0,60.0,1.0,24.73
Canada,31 Aug  2017,68.0,65.0,25.17,69.0,68.0,2.0,24.73
Saudi Arabia,31 Aug  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,31 Aug  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,31 Aug  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,31 Aug  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,31 Aug  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,31 Aug  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,31 Aug  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,31 Aug  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,24 Aug  2017,87.0,85.0,26.35,82.0,84.0,10.0,26.18
England,24 Aug  2017,85.0,81.0,24.91,81.0,82.0,8.0,24.64
Italy,24 Aug  2017,82.0,85.0,26.09,81.0,83.0,9.0,29.0
Spain,24 Aug  2017,84.0,85.0,26.39,85.0,85.0,9.0,27.36
France,24 Aug  2017,82.0,81.0,24.74,83.0,83.0,9.0,25.55
Germany,24 Aug  2017,82.0,84.0,24.65,86.0,85.0,10.0,26.45
Argentina,24 Aug  2017,87.0,80.0,27.7,83.0,83.0,9.0,27.91
Portugal,24 Aug  2017,85.0,81.0,26.74,82.0,83.0,8.0,26.18
Turkey,24 Aug  2017,78.0,78.0,26.48,79.0,78.0,6.0,27.73
Nigeria,24 Aug  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,24 Aug  2017,76.0,76.0,24.83,79.0,78.0,5.0,25.27
Russia,24 Aug  2017,77.0,75.0,27.0,75.0,76.0,6.0,27.0
Mexico,24 Aug  2017,79.0,74.0,27.26,78.0,78.0,7.0,26.91
Uruguay,24 Aug  2017,85.0,80.0,27.91,76.0,79.0,7.0,28.36
Greece,24 Aug  2017,77.0,78.0,25.7,74.0,76.0,6.0,26.45
Croatia,24 Aug  2017,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,24 Aug  2017,71.0,71.0,24.3,73.0,71.0,5.0,24.45
Serbia,24 Aug  2017,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,24 Aug  2017,71.0,72.0,25.61,71.0,72.0,5.0,24.82
Switzerland,24 Aug  2017,74.0,78.0,26.13,78.0,78.0,5.0,25.55
Sweden,24 Aug  2017,77.0,76.0,25.74,76.0,76.0,5.0,26.18
Republic of Ireland,24 Aug  2017,76.0,76.0,28.22,76.0,75.0,5.0,27.82
Korea Republic,24 Aug  2017,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,24 Aug  2017,85.0,84.0,26.09,83.0,84.0,7.0,25.91
United States,24 Aug  2017,75.0,76.0,26.91,75.0,75.0,6.0,27.27
Norway,24 Aug  2017,72.0,71.0,24.91,74.0,73.0,4.0,25.55
Paraguay,24 Aug  2017,74.0,72.0,28.09,75.0,75.0,4.0,27.55
Ukraine,24 Aug  2017,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,24 Aug  2017,82.0,77.0,27.09,77.0,79.0,5.0,27.36
Bulgaria,24 Aug  2017,69.0,69.0,26.39,70.0,70.0,5.0,28.27
Finland,24 Aug  2017,71.0,70.0,25.48,70.0,71.0,3.0,26.18
Scotland,24 Aug  2017,74.0,71.0,27.61,75.0,74.0,4.0,26.91
Romania,24 Aug  2017,74.0,72.0,26.52,71.0,73.0,5.0,26.36
Austria,24 Aug  2017,78.0,77.0,25.61,77.0,77.0,4.0,25.18
Wales,24 Aug  2017,76.0,76.0,25.87,75.0,76.0,4.0,26.91
Slovenia,24 Aug  2017,73.0,70.0,26.87,76.0,74.0,5.0,26.73
Ecuador,24 Aug  2017,74.0,71.0,27.48,76.0,74.0,5.0,29.45
Tunisia,24 Aug  2017,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,24 Aug  2017,69.0,72.0,27.52,72.0,71.0,2.0,28.73
Hungary,24 Aug  2017,72.0,70.0,25.74,73.0,72.0,4.0,26.36
China PR,24 Aug  2017,66.0,60.0,25.39,64.0,64.0,3.0,25.73
Netherlands,24 Aug  2017,81.0,80.0,25.3,81.0,81.0,8.0,24.73
Czech Republic,24 Aug  2017,73.0,74.0,25.3,75.0,75.0,5.0,25.09
South Africa,24 Aug  2017,70.0,72.0,26.83,72.0,72.0,4.0,26.91
New Zealand,24 Aug  2017,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,24 Aug  2017,78.0,76.0,24.61,78.0,76.0,6.0,24.82
Chile,24 Aug  2017,79.0,77.0,28.87,80.0,79.0,7.0,29.45
Colombia,24 Aug  2017,79.0,76.0,26.61,79.0,78.0,7.0,27.73
Peru,24 Aug  2017,72.0,68.0,24.7,70.0,70.0,3.0,24.18
Egypt,24 Aug  2017,76.0,69.0,26.57,71.0,72.0,5.0,27.55
Venezuela,24 Aug  2017,76.0,71.0,23.04,71.0,72.0,2.0,23.0
Bolivia,24 Aug  2017,71.0,66.0,27.61,67.0,67.0,1.0,28.27
India,24 Aug  2017,63.0,58.0,24.91,59.0,60.0,1.0,24.73
Canada,24 Aug  2017,68.0,65.0,25.17,70.0,68.0,2.0,24.73
Saudi Arabia,24 Aug  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,24 Aug  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,24 Aug  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,24 Aug  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,24 Aug  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,24 Aug  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,24 Aug  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,24 Aug  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,22 Aug  2017,87.0,85.0,26.35,82.0,84.0,10.0,26.18
England,22 Aug  2017,85.0,81.0,24.91,81.0,82.0,8.0,24.64
Italy,22 Aug  2017,82.0,85.0,26.09,81.0,83.0,9.0,29.0
Spain,22 Aug  2017,84.0,85.0,26.39,85.0,85.0,9.0,27.36
France,22 Aug  2017,82.0,81.0,24.74,83.0,83.0,9.0,25.55
Germany,22 Aug  2017,82.0,84.0,24.65,86.0,85.0,10.0,26.45
Argentina,22 Aug  2017,87.0,80.0,27.7,83.0,83.0,9.0,27.91
Portugal,22 Aug  2017,85.0,81.0,26.74,82.0,83.0,8.0,26.18
Turkey,22 Aug  2017,78.0,78.0,26.48,79.0,78.0,6.0,27.73
Nigeria,22 Aug  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,22 Aug  2017,76.0,76.0,24.83,79.0,78.0,5.0,25.27
Russia,22 Aug  2017,77.0,75.0,27.0,75.0,76.0,6.0,27.0
Mexico,22 Aug  2017,79.0,74.0,27.26,78.0,78.0,7.0,26.91
Uruguay,22 Aug  2017,85.0,80.0,27.91,76.0,79.0,7.0,28.36
Greece,22 Aug  2017,77.0,78.0,25.7,74.0,76.0,6.0,26.45
Croatia,22 Aug  2017,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,22 Aug  2017,71.0,71.0,24.3,73.0,71.0,5.0,24.45
Serbia,22 Aug  2017,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,22 Aug  2017,71.0,71.0,25.61,71.0,72.0,5.0,24.82
Switzerland,22 Aug  2017,74.0,78.0,26.13,78.0,78.0,5.0,25.55
Sweden,22 Aug  2017,77.0,76.0,25.74,76.0,76.0,5.0,26.18
Republic of Ireland,22 Aug  2017,76.0,76.0,28.22,76.0,75.0,5.0,27.82
Korea Republic,22 Aug  2017,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,22 Aug  2017,85.0,84.0,26.09,83.0,84.0,7.0,25.91
United States,22 Aug  2017,75.0,76.0,26.91,74.0,75.0,6.0,27.27
Norway,22 Aug  2017,72.0,71.0,24.91,74.0,73.0,4.0,25.55
Paraguay,22 Aug  2017,74.0,72.0,28.09,75.0,75.0,4.0,27.55
Ukraine,22 Aug  2017,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,22 Aug  2017,82.0,77.0,27.09,77.0,79.0,5.0,27.36
Bulgaria,22 Aug  2017,69.0,69.0,26.39,70.0,70.0,5.0,28.27
Finland,22 Aug  2017,71.0,70.0,25.48,70.0,71.0,3.0,26.18
Scotland,22 Aug  2017,74.0,71.0,27.61,75.0,74.0,4.0,26.91
Romania,22 Aug  2017,74.0,72.0,26.52,71.0,73.0,5.0,26.36
Austria,22 Aug  2017,78.0,77.0,25.61,77.0,77.0,4.0,25.18
Wales,22 Aug  2017,76.0,76.0,25.87,75.0,76.0,4.0,26.91
Slovenia,22 Aug  2017,73.0,70.0,26.87,76.0,74.0,5.0,26.73
Ecuador,22 Aug  2017,74.0,71.0,27.48,76.0,74.0,5.0,29.45
Tunisia,22 Aug  2017,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,22 Aug  2017,69.0,72.0,27.52,72.0,71.0,2.0,28.73
Hungary,22 Aug  2017,72.0,70.0,25.74,73.0,72.0,4.0,26.36
China PR,22 Aug  2017,66.0,60.0,25.39,64.0,64.0,3.0,25.73
Netherlands,22 Aug  2017,81.0,80.0,25.3,81.0,81.0,8.0,24.73
Czech Republic,22 Aug  2017,73.0,74.0,25.3,75.0,75.0,5.0,25.09
South Africa,22 Aug  2017,70.0,72.0,26.83,72.0,72.0,4.0,26.91
New Zealand,22 Aug  2017,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,22 Aug  2017,78.0,76.0,24.61,78.0,76.0,6.0,24.82
Chile,22 Aug  2017,79.0,77.0,28.87,80.0,79.0,7.0,29.45
Colombia,22 Aug  2017,79.0,76.0,26.61,79.0,78.0,7.0,27.73
Peru,22 Aug  2017,72.0,68.0,24.7,70.0,70.0,3.0,24.18
Egypt,22 Aug  2017,76.0,69.0,26.57,71.0,72.0,5.0,27.55
Venezuela,22 Aug  2017,76.0,71.0,23.04,71.0,72.0,2.0,23.0
Bolivia,22 Aug  2017,71.0,66.0,27.61,67.0,67.0,1.0,28.27
India,22 Aug  2017,63.0,58.0,24.91,59.0,60.0,1.0,24.73
Canada,22 Aug  2017,68.0,65.0,25.17,69.0,68.0,2.0,24.73
Saudi Arabia,22 Aug  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,22 Aug  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,22 Aug  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,22 Aug  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,22 Aug  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,22 Aug  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,22 Aug  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,22 Aug  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,17 Aug  2017,87.0,85.0,26.35,82.0,84.0,10.0,26.18
England,17 Aug  2017,85.0,81.0,24.91,81.0,82.0,8.0,24.64
Italy,17 Aug  2017,82.0,85.0,26.09,81.0,83.0,9.0,29.0
Spain,17 Aug  2017,84.0,85.0,26.39,85.0,85.0,9.0,27.36
France,17 Aug  2017,82.0,81.0,24.74,83.0,83.0,9.0,25.55
Germany,17 Aug  2017,82.0,84.0,24.65,86.0,85.0,10.0,26.45
Argentina,17 Aug  2017,87.0,80.0,27.7,83.0,83.0,9.0,27.91
Portugal,17 Aug  2017,85.0,81.0,26.74,82.0,83.0,8.0,26.18
Turkey,17 Aug  2017,78.0,78.0,26.48,79.0,78.0,6.0,27.73
Nigeria,17 Aug  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,17 Aug  2017,76.0,76.0,24.83,79.0,78.0,5.0,25.27
Russia,17 Aug  2017,77.0,75.0,27.0,75.0,76.0,6.0,27.0
Mexico,17 Aug  2017,79.0,74.0,27.26,78.0,78.0,7.0,26.91
Uruguay,17 Aug  2017,85.0,80.0,27.91,76.0,79.0,7.0,28.36
Greece,17 Aug  2017,77.0,78.0,25.7,74.0,76.0,6.0,26.45
Croatia,17 Aug  2017,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,17 Aug  2017,71.0,71.0,24.3,73.0,71.0,5.0,24.45
Serbia,17 Aug  2017,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,17 Aug  2017,71.0,71.0,25.61,71.0,72.0,5.0,24.82
Switzerland,17 Aug  2017,74.0,78.0,26.13,78.0,78.0,5.0,25.55
Sweden,17 Aug  2017,77.0,76.0,25.74,76.0,76.0,5.0,26.18
Republic of Ireland,17 Aug  2017,76.0,76.0,28.22,76.0,75.0,5.0,27.82
Korea Republic,17 Aug  2017,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,17 Aug  2017,85.0,84.0,26.09,83.0,84.0,7.0,25.91
United States,17 Aug  2017,75.0,76.0,26.91,74.0,75.0,6.0,27.27
Norway,17 Aug  2017,72.0,71.0,24.91,74.0,73.0,4.0,25.55
Paraguay,17 Aug  2017,74.0,72.0,28.09,75.0,75.0,4.0,27.55
Ukraine,17 Aug  2017,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,17 Aug  2017,82.0,77.0,27.09,77.0,79.0,5.0,27.36
Bulgaria,17 Aug  2017,69.0,69.0,26.39,70.0,70.0,5.0,28.27
Finland,17 Aug  2017,71.0,70.0,25.48,70.0,71.0,3.0,26.18
Scotland,17 Aug  2017,74.0,71.0,27.61,75.0,74.0,4.0,26.91
Romania,17 Aug  2017,74.0,72.0,26.52,71.0,73.0,5.0,26.36
Austria,17 Aug  2017,78.0,77.0,25.61,77.0,77.0,4.0,25.18
Wales,17 Aug  2017,76.0,76.0,25.87,75.0,76.0,4.0,26.91
Slovenia,17 Aug  2017,73.0,70.0,26.87,76.0,74.0,5.0,26.73
Ecuador,17 Aug  2017,74.0,71.0,27.48,76.0,74.0,5.0,29.45
Tunisia,17 Aug  2017,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,17 Aug  2017,69.0,72.0,27.52,72.0,71.0,2.0,28.73
Hungary,17 Aug  2017,72.0,70.0,25.74,73.0,72.0,4.0,26.36
China PR,17 Aug  2017,66.0,60.0,25.39,64.0,64.0,3.0,25.73
Netherlands,17 Aug  2017,81.0,80.0,25.3,81.0,81.0,8.0,24.73
Czech Republic,17 Aug  2017,73.0,74.0,25.3,75.0,75.0,5.0,25.09
South Africa,17 Aug  2017,70.0,72.0,26.83,72.0,72.0,4.0,26.91
New Zealand,17 Aug  2017,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,17 Aug  2017,78.0,76.0,24.61,78.0,76.0,6.0,24.82
Chile,17 Aug  2017,79.0,77.0,28.87,80.0,79.0,7.0,29.45
Colombia,17 Aug  2017,79.0,76.0,26.61,79.0,78.0,7.0,27.73
Peru,17 Aug  2017,72.0,68.0,24.7,70.0,70.0,3.0,24.18
Egypt,17 Aug  2017,76.0,69.0,26.57,71.0,72.0,5.0,27.55
Venezuela,17 Aug  2017,76.0,71.0,23.04,71.0,72.0,2.0,23.0
Bolivia,17 Aug  2017,71.0,66.0,27.61,67.0,67.0,1.0,28.27
India,17 Aug  2017,63.0,58.0,24.91,59.0,60.0,1.0,24.73
Canada,17 Aug  2017,68.0,65.0,25.17,69.0,68.0,2.0,24.73
Saudi Arabia,17 Aug  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,17 Aug  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,17 Aug  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,17 Aug  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,17 Aug  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,17 Aug  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,17 Aug  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,17 Aug  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,14 Aug  2017,87.0,85.0,26.35,82.0,84.0,10.0,26.18
England,14 Aug  2017,85.0,81.0,24.91,81.0,82.0,8.0,24.64
Italy,14 Aug  2017,82.0,85.0,26.09,81.0,83.0,9.0,29.0
Spain,14 Aug  2017,84.0,85.0,26.39,85.0,85.0,9.0,27.36
France,14 Aug  2017,82.0,81.0,24.74,83.0,83.0,9.0,25.55
Germany,14 Aug  2017,82.0,84.0,24.65,86.0,85.0,10.0,26.45
Argentina,14 Aug  2017,87.0,80.0,27.7,83.0,83.0,9.0,27.91
Portugal,14 Aug  2017,85.0,81.0,26.74,82.0,83.0,8.0,26.18
Turkey,14 Aug  2017,78.0,78.0,26.48,79.0,78.0,6.0,27.73
Nigeria,14 Aug  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,14 Aug  2017,76.0,76.0,24.83,79.0,78.0,5.0,25.27
Russia,14 Aug  2017,77.0,75.0,27.0,75.0,76.0,6.0,27.0
Mexico,14 Aug  2017,79.0,74.0,27.26,78.0,78.0,7.0,26.91
Uruguay,14 Aug  2017,85.0,80.0,27.91,76.0,80.0,7.0,28.36
Greece,14 Aug  2017,77.0,78.0,25.7,74.0,76.0,6.0,26.45
Croatia,14 Aug  2017,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,14 Aug  2017,71.0,71.0,24.3,73.0,71.0,5.0,24.45
Serbia,14 Aug  2017,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,14 Aug  2017,71.0,71.0,25.61,71.0,72.0,5.0,24.82
Switzerland,14 Aug  2017,74.0,78.0,26.13,78.0,78.0,5.0,25.55
Sweden,14 Aug  2017,77.0,76.0,25.74,76.0,76.0,5.0,26.18
Republic of Ireland,14 Aug  2017,76.0,76.0,28.22,76.0,75.0,5.0,27.82
Korea Republic,14 Aug  2017,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,14 Aug  2017,85.0,84.0,26.09,83.0,84.0,7.0,25.91
United States,14 Aug  2017,75.0,76.0,26.91,74.0,75.0,6.0,27.27
Norway,14 Aug  2017,72.0,71.0,24.91,74.0,73.0,4.0,25.55
Paraguay,14 Aug  2017,74.0,72.0,28.09,75.0,75.0,4.0,27.55
Ukraine,14 Aug  2017,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,14 Aug  2017,82.0,77.0,27.09,77.0,79.0,5.0,27.36
Bulgaria,14 Aug  2017,69.0,69.0,26.39,70.0,70.0,5.0,28.27
Finland,14 Aug  2017,71.0,70.0,25.48,70.0,71.0,3.0,26.18
Scotland,14 Aug  2017,74.0,71.0,27.61,75.0,74.0,4.0,26.91
Romania,14 Aug  2017,74.0,72.0,26.52,71.0,73.0,5.0,26.36
Austria,14 Aug  2017,78.0,77.0,25.61,77.0,77.0,4.0,25.18
Wales,14 Aug  2017,76.0,76.0,25.87,75.0,76.0,4.0,26.91
Slovenia,14 Aug  2017,73.0,70.0,26.87,76.0,74.0,5.0,26.73
Ecuador,14 Aug  2017,74.0,71.0,27.48,76.0,74.0,5.0,29.45
Tunisia,14 Aug  2017,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,14 Aug  2017,69.0,72.0,27.52,72.0,71.0,2.0,28.73
Hungary,14 Aug  2017,72.0,70.0,25.74,73.0,72.0,4.0,26.36
China PR,14 Aug  2017,66.0,60.0,25.39,64.0,64.0,3.0,25.73
Netherlands,14 Aug  2017,81.0,80.0,25.3,81.0,81.0,8.0,24.73
Czech Republic,14 Aug  2017,73.0,74.0,25.3,75.0,75.0,5.0,25.09
South Africa,14 Aug  2017,70.0,72.0,26.83,72.0,72.0,4.0,26.91
New Zealand,14 Aug  2017,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,14 Aug  2017,78.0,76.0,24.61,78.0,76.0,6.0,24.82
Chile,14 Aug  2017,79.0,77.0,28.87,80.0,79.0,7.0,29.45
Colombia,14 Aug  2017,79.0,76.0,26.61,79.0,78.0,7.0,27.73
Peru,14 Aug  2017,72.0,68.0,24.7,70.0,70.0,3.0,24.18
Egypt,14 Aug  2017,76.0,69.0,26.57,71.0,72.0,5.0,27.55
Venezuela,14 Aug  2017,76.0,71.0,23.04,71.0,72.0,2.0,23.0
Bolivia,14 Aug  2017,71.0,66.0,27.61,67.0,67.0,1.0,28.27
India,14 Aug  2017,63.0,58.0,24.91,59.0,60.0,1.0,24.73
Canada,14 Aug  2017,68.0,65.0,25.17,69.0,68.0,2.0,24.73
Saudi Arabia,14 Aug  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,14 Aug  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,14 Aug  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,14 Aug  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,14 Aug  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,14 Aug  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,14 Aug  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,14 Aug  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,10 Aug  2017,87.0,85.0,26.35,82.0,84.0,10.0,26.18
England,10 Aug  2017,85.0,81.0,24.91,81.0,82.0,8.0,24.64
Italy,10 Aug  2017,82.0,85.0,26.09,81.0,83.0,9.0,29.0
Spain,10 Aug  2017,84.0,85.0,26.39,85.0,85.0,9.0,27.36
France,10 Aug  2017,82.0,81.0,24.74,83.0,83.0,9.0,25.55
Germany,10 Aug  2017,82.0,84.0,24.65,86.0,85.0,10.0,26.45
Argentina,10 Aug  2017,87.0,80.0,27.7,83.0,83.0,9.0,27.91
Portugal,10 Aug  2017,85.0,81.0,26.74,82.0,83.0,8.0,26.18
Turkey,10 Aug  2017,78.0,78.0,26.48,79.0,78.0,6.0,27.73
Nigeria,10 Aug  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,10 Aug  2017,76.0,76.0,24.83,79.0,78.0,5.0,25.27
Russia,10 Aug  2017,77.0,75.0,27.0,75.0,76.0,6.0,27.0
